12.586.596/0017-08,C:\desif\2019\12586596.DESIF,12.586.596/0017-08,12.586.596/0017-08
13.293.225/0001-25,C:\desif\2019\13293225.DESIF,13.293.225/0001-25,13.293.225/0001-25
13.728.156/0022-60,C:\desif\2019\13728156.DESIF,13.728.156/0022-60,13.728.156/0022-60
13.728.156/0074-90,C:\desif\2019\13728156.DESIF,13.728.156/0074-90,13.728.156/0074-90
14.388.516/0001-60,C:\desif\2019\14388516.DESIF,14.388.516/0001-60,14.388.516/0001-60
15.114.366/0002-40,C:\desif\2019\15114366.DESIF,15.114.366/0002-40,15.114.366/0002-40
15.213.150/0003-12,C:\desif\2019\15213150.DESIF,15.213.150/0003-12,15.213.150/0003-12
15.227.994/0001-50,C:\desif\2019\15227994.DESIF,15.227.994/0001-50,15.227.994/0001-50
17.157.777/0001-67,C:\desif\2019\17157777.DESIF,17.157.777/0001-67,17.157.777/0001-67
17.167.412/0071-26,C:\desif\2019\17167412.DESIF,17.167.412/0071-26,17.167.412/0071-26
17.184.037/0056-93,C:\desif\2019\17184037.DESIF,17.184.037/0056-93,17.184.037/0056-93
17.343.682/0001-38,C:\desif\2019\17343682.DESIF,17.343.682/0001-38,17.343.682/0001-38
17.351.180/0010-40,C:\desif\2019\17351180.DESIF,17.351.180/0010-40,17.351.180/0010-40
17.352.220/0001-87,C:\desif\2019\17352220.DESIF,17.352.220/0001-87,17.352.220/0001-87
17.354.911/0005-43,C:\desif\2019\17354911.DESIF,17.354.911/0005-43,17.354.911/0005-43
17.904.906/0001-33,C:\desif\2019\17904906.DESIF,17.904.906/0001-33,17.904.906/0001-33
21.040.668/0001-32,C:\desif\2019\21040668.DESIF,21.040.668/0001-32,21.040.668/0001-32
21.112.244/0001-36,C:\desif\2019\21112244.DESIF,21.112.244/0001-36,21.112.244/0001-36
24.933.830/0001-30,C:\desif\2019\24933830.DESIF,24.933.830/0001-30,24.933.830/0001-30
27.652.684/0001-62,C:\desif\2019\27652684.DESIF,27.652.684/0001-62,27.652.684/0001-62
28.048.783/0001-00,C:\desif\2019\28048783.DESIF,28.048.783/0001-00,28.048.783/0001-00
28.195.667/0006-10,C:\desif\2019\28195667.DESIF,28.195.667/0006-10,28.195.667/0006-10
29.650.082/0001-00,C:\desif\2019\29650082.DESIF,29.650.082/0001-00,29.650.082/0001-00
30.306.294/0001-45,C:\desif\2019\30306294.DESIF,30.306.294/0001-45,30.306.294/0001-45
30.723.886/0001-62,C:\desif\2019\30723886.DESIF,30.723.886/0001-62,30.723.886/0001-62
30.822.936/0001-69,C:\desif\2019\30822936.DESIF,30.822.936/0001-69,30.822.936/0001-69
31.597.552/0001-52,C:\desif\2019\31597552.DESIF,31.597.552/0001-52,31.597.552/0001-52
31.880.826/0001-16,C:\desif\2019\31880826.DESIF,31.880.826/0001-16,31.880.826/0001-16
31.895.683/0002-05,C:\desif\2019\31895683.DESIF,31.895.683/0002-05,31.895.683/0002-05
33.132.044/0001-24,C:\desif\2019\33132044.DESIF,33.132.044/0001-24,33.132.044/0001-24
33.147.315/0001-15,C:\desif\2019\33147315.DESIF,33.147.315/0001-15,33.147.315/0001-15
33.172.537/0009-45,C:\desif\2019\33172537.DESIF,33.172.537/0009-45,33.172.537/0009-45
33.222.241/0001-34,C:\desif\2019\33222241.DESIF,33.222.241/0001-34,33.222.241/0001-34
33.254.319/0001-00,C:\desif\2019\33254319.DESIF,33.254.319/0001-00,33.254.319/0001-00
33.264.668/0001-03,C:\desif\2019\33264668.DESIF,33.264.668/0001-03,33.264.668/0001-03
33.479.023/0002-60,C:\desif\2019\33479023.DESIF,33.479.023/0002-60,33.479.023/0002-60
33.657.248/0001-89,C:\desif\2019\33657248.DESIF,33.657.248/0001-89,33.657.248/0001-89
33.660.564/0001-00,C:\desif\2019\33660564.DESIF,33.660.564/0001-00,33.660.564/0001-00
33.775.974/0001-04,C:\desif\2019\33775974.DESIF,33.775.974/0001-04,33.775.974/0001-04
33.824.012/0001-90,C:\desif\2019\33824012.DESIF,33.824.012/0001-90,33.824.012/0001-90
33.851.064/0001-55,C:\desif\2019\33851064.DESIF,33.851.064/0001-55,33.851.064/0001-55
33.862.244/0001-32,C:\desif\2019\33862244.DESIF,33.862.244/0001-32,33.862.244/0001-32
33.886.862/0001-12,C:\desif\2019\33886862.DESIF,33.886.862/0001-12,33.886.862/0001-12
33.923.111/0001-29,C:\desif\2019\33923111.DESIF,33.923.111/0001-29,33.923.111/0001-29
33.923.798/0001-00,C:\desif\2019\33923798.DESIF,33.923.798/0001-00,33.923.798/0001-00
33.968.066/0001-29,C:\desif\2019\33968066.DESIF,33.968.066/0001-29,33.968.066/0001-29
33.987.793/0002-14,C:\desif\2019\33987793.DESIF,33.987.793/0002-14,33.987.793/0002-14
34.190.991/0001-34,C:\desif\2019\34190991.DESIF,34.190.991/0001-34,34.190.991/0001-34
34.270.520/0001-36,C:\desif\2019\34270520.DESIF,34.270.520/0001-36,34.270.520/0001-36
36.113.876/0001-91,C:\desif\2019\36113876.DESIF,36.113.876/0001-91,36.113.876/0001-91
36.178.887/0001-50,C:\desif\2019\36178887.DESIF,36.178.887/0001-50,36.178.887/0001-50
40.353.377/0001-49,C:\desif\2019\40353377.DESIF,40.353.377/0001-49,40.353.377/0001-49
42.066.258/0002-11,C:\desif\2019\42066258.DESIF,42.066.258/0002-11,42.066.258/0002-11
42.272.526/0001-70,C:\desif\2019\42272526.DESIF,42.272.526/0001-70,42.272.526/0001-70
43.815.158/0006-37,C:\desif\2019\43815158.DESIF,43.815.158/0006-37,43.815.158/0006-37
45.246.410/0001-55,C:\desif\2019\45246410.DESIF,45.246.410/0001-55,45.246.410/0001-55
52.904.364/0003-61,C:\desif\2019\52904364.DESIF,52.904.364/0003-61,52.904.364/0003-61
54.403.563/0001-50,C:\desif\2019\54403563.DESIF,54.403.563/0001-50,54.403.563/0001-50
58.160.789/0005-51,C:\desif\2019\58160789.DESIF,58.160.789/0005-51,58.160.789/0005-51
58.160.789/0192-28,C:\desif\2019\58160789.DESIF,58.160.789/0192-28,58.160.789/0192-28
59.281.253/0001-23,C:\desif\2019\59281253.DESIF,59.281.253/0001-23,59.281.253/0001-23
59.285.411/0005-47,C:\desif\2019\59285411.DESIF,59.285.411/0005-47,59.285.411/0005-47
60.498.557/0016-02,C:\desif\2019\60498557.DESIF,60.498.557/0016-02,60.498.557/0016-02
60.701.190/0004-49,C:\desif\2019\60701190.DESIF,60.701.190/0004-49,60.701.190/0004-49
60.701.190/1008-26,C:\desif\2019\60701190.DESIF,60.701.190/1008-26,60.701.190/1008-26
60.746.948/0002-01,C:\desif\2019\60746948.DESIF,60.746.948/0002-01,60.746.948/0002-01
60.770.336/0014-80,C:\desif\2019\60770336.DESIF,60.770.336/0014-80,60.770.336/0014-80
60.889.128/0005-03,C:\desif\2019\60889128.DESIF,60.889.128/0005-03,60.889.128/0005-03
61.024.352/0007-67,C:\desif\2019\61024352.DESIF,61.024.352/0007-67,61.024.352/0007-67
61.186.680/0002-55,C:\desif\2019\61186680.DESIF,61.186.680/0002-55,61.186.680/0002-55
61.747.085/0006-75,C:\desif\2019\61747085.DESIF,61.747.085/0006-75,61.747.085/0006-75
61.809.182/0002-11,C:\desif\2019\61809182.DESIF,61.809.182/0002-11,61.809.182/0002-11
61.855.045/0033-10,C:\desif\2019\61855045.DESIF,61.855.045/0033-10,61.855.045/0033-10
62.073.200/0006-36,C:\desif\2019\62073200.DESIF,62.073.200/0006-36,62.073.200/0006-36
62.144.175/0012-82,C:\desif\2019\62144175.DESIF,62.144.175/0012-82,62.144.175/0012-82
62.232.889/0010-80,C:\desif\2019\62232889.DESIF,62.232.889/0010-80,62.232.889/0010-80
62.232.889/0082-55,C:\desif\2019\62232889.DESIF,62.232.889/0082-55,62.232.889/0082-55
62.285.390/0006-55,C:\desif\2019\62285390.DESIF,62.285.390/0006-55,62.285.390/0006-55
65.913.436/0003-89,C:\desif\2019\65913436.DESIF,65.913.436/0003-89,65.913.436/0003-89
68.742.204/0001-31,C:\desif\2019\68742204.DESIF,68.742.204/0001-31,68.742.204/0001-31
68.900.810/0002-19,C:\desif\2019\68900810.DESIF,68.900.810/0002-19,68.900.810/0002-19
71.677.850/0005-09,C:\desif\2019\71677850.DESIF,71.677.850/0005-09,71.677.850/0005-09
73.622.748/0001-08,C:\desif\2019\73622748.DESIF,73.622.748/0001-08,73.622.748/0001-08
90.400.888/0003-04,C:\desif\2019\90400888.DESIF,90.400.888/0003-04,90.400.888/0003-04
92.702.067/0133-36,C:\desif\2019\92702067.DESIF,92.702.067/0133-36,92.702.067/0133-36
97.406.706/0003-51,C:\desif\2019\97406706.DESIF,97.406.706/0003-51,97.406.706/0003-51
97.447.304/0001-33,C:\desif\2019\97447304.DESIF,97.447.304/0001-33,97.447.304/0001-33
00.000.208/0022-35,C:\desif\2020\00000208.DESIF,00.000.208/0022-35,00.000.208/0022-35
00.360.305/5499-47,C:\desif\2020\00360305.DESIF,00.360.305/5499-47,00.360.305/5499-47
00.360.305/5548-60,C:\desif\2020\00360305.DESIF,00.360.305/5548-60,00.360.305/5548-60
00.416.968/0022-28,C:\desif\2020\00416968.DESIF,00.416.968/0022-28,00.416.968/0022-28
00.460.065/0001-10,C:\desif\2020\00460065.DESIF,00.460.065/0001-10,00.460.065/0001-10
00.460.065/0004-62,C:\desif\2020\00460065.DESIF,00.460.065/0004-62,00.460.065/0004-62
00.655.522/0048-95,C:\desif\2020\00655522.DESIF,00.655.522/0048-95,00.655.522/0048-95
00.806.535/0002-35,C:\desif\2020\00806535.DESIF,00.806.535/0002-35,00.806.535/0002-35
01.149.953/0051-48,C:\desif\2020\01149953.DESIF,01.149.953/0051-48,01.149.953/0051-48
01.522.368/0003-44,C:\desif\2020\01522368.DESIF,01.522.368/0003-44,01.522.368/0003-44
01.582.158/0001-80,C:\desif\2020\01582158.DESIF,01.582.158/0001-80,01.582.158/0001-80
01.800.019/0014-08,C:\desif\2020\01800019.DESIF,01.800.019/0014-08,01.800.019/0014-08
02.201.501/0001-61,C:\desif\2020\02201501.DESIF,02.201.501/0001-61,02.201.501/0001-61
02.276.653/0003-95,C:\desif\2020\02276653.DESIF,02.276.653/0003-95,02.276.653/0003-95
02.332.886/0001-04,C:\desif\2020\02332886.DESIF,02.332.886/0001-04,02.332.886/0001-04
03.282.508/0001-18,C:\desif\2020\03282508.DESIF,03.282.508/0001-18,03.282.508/0001-18
03.323.840/0004-26,C:\desif\2020\03323840.DESIF,03.323.840/0004-26,03.323.840/0004-26
03.384.738/0005-11,C:\desif\2020\03384738.DESIF,03.384.738/0005-11,03.384.738/0005-11
03.751.794/0003-85,C:\desif\2020\03751794.DESIF,03.751.794/0003-85,03.751.794/0003-85
04.257.795/0003-30,C:\desif\2020\04257795.DESIF,04.257.795/0003-30,04.257.795/0003-30
04.316.357/0001-34,C:\desif\2020\04316357.DESIF,04.316.357/0001-34,04.316.357/0001-34
04.913.129/0034-00,C:\desif\2020\04913129.DESIF,04.913.129/0034-00,04.913.129/0034-00
05.389.174/0001-01,C:\desif\2020\05389174.DESIF,05.389.174/0001-01,05.389.174/0001-01
05.816.451/0002-04,C:\desif\2020\05816451.DESIF,05.816.451/0002-04,05.816.451/0002-04
05.940.203/0001-81,C:\desif\2020\05940203.DESIF,05.940.203/0001-81,05.940.203/0001-81
07.138.049/0001-54,C:\desif\2020\07138049.DESIF,07.138.049/0001-54,07.138.049/0001-54
07.237.373/0064-03,C:\desif\2020\07237373.DESIF,07.237.373/0064-03,07.237.373/0064-03
07.450.604/0014-01,C:\desif\2020\07450604.DESIF,07.450.604/0014-01,07.450.604/0014-01
07.652.226/0001-16,C:\desif\2020\07652226.DESIF,07.652.226/0001-16,07.652.226/0001-16
08.609.934/0007-22,C:\desif\2020\08609934.DESIF,08.609.934/0007-22,08.609.934/0007-22
